Code	Name	Name KH	Category Code	Unit ID	Cost	Price	Alert Quantity	 Tax Rate Name	Tax Method	Subcategory Code	Product Variants Separated by |	Supplier1(No)	Supplier2(No)	Supplier3(No)	Supplier4(No)	Supplier5(No)	Custom Field 1	Custom Field 2	Custom Field 3	Custom Field 4	Custom Field 5	Custom Field 6	Image	Type(standard or service)
LD-618Gr	??????? ??????		LD168	1	5	9	10	 No Tax	 exclusive	LD618	S=1_9|M=1_9|L=1_9|XL=1_9|2XL=1_9|3XL=1_9												no_image.png	standard
LD-853W	??????? ?		LD168	1	5	13	10	 No Tax	 exclusive	LD853	S=1_13|M=1_13|L=1_13|XL=1_13|2XL=1_13												no_image.png	standard
LD-853P	??????? ???		LD168	1	5	13	10	 No Tax	 exclusive	LD853	S=1_13|M=1_13|L=1_13|XL=1_13|2XL=1_13												no_image.png	standard
LD-853B	??????? ????		LD168	1	5	13	10	 No Tax	 exclusive	LD853	S=1_13|M=1_13|L=1_13|XL=1_13|2XL=1_13												no_image.png	standard
LD-731W	??????? ?		LD168	1	5	10.5	10	 No Tax	 exclusive	LD731	S=1_10.5|M=1_10.5|L=1_10.5|XL=1_10.5|2XL=1_10.5|3XL=1_10.5|4XL=1_10.5												no_image.png	standard
LD-731B	??????? ????		LD168	1	5	10.5	10	 No Tax	 exclusive	LD731	S=1_10.5|M=1_10.5|L=1_10.5|XL=1_10.5|2XL=1_10.5|3XL=1_10.5|4XL=1_10.5												no_image.png	standard
LD-731R	??????? ?????		LD168	1	5	10.5	10	 No Tax	 exclusive	LD731	S=1_10.5|M=1_10.5|L=1_10.5|XL=1_10.5|2XL=1_10.5|3XL=1_10.5|4XL=1_10.5												no_image.png	standard
LD-731G	??????? ????		LD168	1	5	10.5	10	 No Tax	 exclusive	LD731	S=1_10.5|M=1_10.5|L=1_10.5|XL=1_10.5|2XL=1_10.5|3XL=1_10.5|4XL=1_10.5												no_image.png	standard
LD-530Gr	??????? ??????		LD168	1	5	13	10	 No Tax	 exclusive	LD530	S=1_13|M=1_13|L=1_13|XL=1_13												no_image.png	standard
LD-530W	??????? ?		LD168	1	5	13	10	 No Tax	 exclusive	LD530	S=1_13|M=1_13|L=1_13|XL=1_13												no_image.png	standard
LD-530R	??????? ?????		LD168	1	5	13	10	 No Tax	 exclusive	LD530	S=1_13|M=1_13|L=1_13|XL=1_13												no_image.png	standard
LD-530P	??????? ???		LD168	1	5	13	10	 No Tax	 exclusive	LD530	S=1_13|M=1_13|L=1_13|XL=1_13												no_image.png	standard
LD-413P	??????? ???		LD168	1	5	15	10	 No Tax	 exclusive	LD413	S=1_15|M=1_15|L=1_15|XL=1_15|2XL=1_15												no_image.png	standard
LD-413B	??????? ????		LD168	1	5	15	10	 No Tax	 exclusive	LD413	S=1_15|M=1_15|L=1_15|XL=1_15|2XL=1_15												no_image.png	standard
LD-413W	??????? ?		LD168	1	5	15	10	 No Tax	 exclusive	LD413	S=1_15|M=1_15|L=1_15|XL=1_15|2XL=1_15												no_image.png	standard
LD-915P	??????? ???		LD168	1	5	12	10	 No Tax	 exclusive	LD915	S=1_12|M=1_12|L=1_12|XL=1_12|2XL=1_12|3XL=1_12												no_image.png	standard
LD-915B	??????? ????		LD168	1	5	12	10	 No Tax	 exclusive	LD915	S=1_12|M=1_12|L=1_12|XL=1_12|2XL=1_12|3XL=1_12												no_image.png	standard
LD-915W	??????? ?		LD168	1	5	12	10	 No Tax	 exclusive	LD915	S=1_12|M=1_12|L=1_12|XL=1_12|2XL=1_12|3XL=1_12												no_image.png	standard
LD-915Pu	??????? ?????		LD168	1	5	12	10	 No Tax	 exclusive	LD915	S=1_12|M=1_12|L=1_12|XL=1_12|2XL=1_12|3XL=1_12												no_image.png	standard
LD-915Bl	??????? ???		LD168	1	5	12	10	 No Tax	 exclusive	LD915	S=1_12|M=1_12|L=1_12|XL=1_12|2XL=1_12|3XL=1_12												no_image.png	standard
LD-982W	??????? ?		LD168	1	5	12	10	 No Tax	 exclusive	LD982	S=1_12|M=1_12|L=1_12|XL=1_12|2XL=1_12												no_image.png	standard
LD-982P	??????? ???		LD168	1	5	12	10	 No Tax	 exclusive	LD982	S=1_12|M=1_12|L=1_12|XL=1_12|2XL=1_12												no_image.png	standard
